#Creator: pendulumEventBuffer
#Creation time: Tue Jan  1 01:30:49 2013
#Time	Period	Transit time
#[s]	[s]	[s]
1895.385283	2.102992	0.529230
1896.436458	2.103166	0.529760
1897.488449	2.103292	0.530510
1898.539750	2.102898	0.531500
1899.591347	2.103090	0.532266
1900.642840	2.103138	0.532988
1901.694485	2.103128	0.533806
1902.745968	2.102989	0.534656
1903.797474	2.103566	0.535432
1904.849534	2.103022	0.536096
1905.900496	2.102631	0.536692
1906.952165	2.103237	0.537418
1908.003733	2.103231	0.538198
1909.055396	2.103257	0.539088
1910.106990	2.103031	0.540024
1911.158427	2.103106	0.540762
1912.210096	2.102900	0.541464
1913.261327	2.103608	0.541762
1914.313704	2.103525	0.542504
1915.364852	2.102713	0.543684
1916.416417	2.103013	0.544642
1917.467865	2.103371	0.545586
1918.519788	2.103257	0.546428
1919.571122	2.103029	0.547100
1920.622817	2.103028	0.547878
1921.674150	2.102917	0.548856
1922.725734	2.103199	0.549768
1923.777349	2.103117	0.550230
1924.828851	2.102853	0.550706
1925.880202	2.102921	0.551568
1926.931772	2.103112	0.552500
1927.983314	2.103177	0.553312
1929.034949	2.103212	0.553990
1930.086526	2.103177	0.554796
1931.138126	2.103178	0.555704
1932.189704	2.103196	0.556572
1933.241322	2.103098	0.557432
1934.292802	2.102943	0.558304
1935.344265	2.102969	0.559070
1936.395771	2.103127	0.559838
1937.447392	2.103179	0.560732
1938.498950	2.103291	0.561620
1939.550683	2.103082	0.562418
1940.602032	2.103018	0.563152
1941.653701	2.103162	0.564046
1942.705194	2.103095	0.564856
1943.756796	2.103025	0.565628
1944.808219	2.103161	0.566494
1945.859957	2.103642	0.567242
1946.911861	2.103739	0.568118
1947.963696	2.102804	0.569304
1949.014665	2.102583	0.570086
1950.066279	2.103258	0.570550
1951.117923	2.103354	0.571450
1952.169633	2.103054	0.572554
1953.220977	2.102770	0.573446
1954.272403	2.102905	0.574190
1955.323882	2.103252	0.574948
1956.375655	2.103160	0.575830
1957.427042	2.103066	0.576672
1958.478721	2.103039	0.577690
1959.530081	2.102987	0.578542
1960.581708	2.103049	0.579512
1961.633130	2.102972	0.580460
1962.684680	2.103132	0.581088
1963.736262	2.103221	0.581960
1964.787901	2.103084	0.583010
1965.839346	2.103067	0.583936
1966.890968	2.103229	0.584692
1967.942575	2.103161	0.585590
1968.994129	2.103086	0.586650
1970.045661	2.103194	0.587486
1971.097323	2.103107	0.588378
1972.148768	2.102906	0.589344
1973.200229	2.102768	0.590138
1974.251536	2.103270	0.591088
1975.303499	2.103455	0.592082
1976.354991	2.102933	0.592986
1977.406432	2.103015	0.593936
1978.458006	2.103226	0.594852
1979.509658	2.103128	0.596084
1980.561134	2.103060	0.597208
1981.612718	2.102995	0.598212
1982.664129	2.103139	0.599034
1983.715857	2.103272	0.599902
1984.767401	2.103118	0.601034
1985.818975	2.103005	0.602338
1986.870406	2.102938	0.603432
1987.921913	2.103026	0.604034
1988.973432	2.103485	0.604816
1990.025398	2.103135	0.606288
1991.076567	2.102570	0.607578
1992.127968	2.103288	0.608128
1993.179855	2.103529	0.609022
1994.231497	2.103071	0.610046
1995.282926	2.103002	0.610816
1996.334499	2.102923	0.611994
1997.385849	2.103077	0.612950
1998.437576	2.103111	0.613856
1999.488960	2.103040	0.614812
2000.540616	2.103197	0.615940
2001.592157	2.103107	0.616878
2002.643723	2.103030	0.617758
2003.695187	2.103149	0.618754
2004.746872	2.103123	0.619744
2005.798310	2.103021	0.620704
2006.849893	2.103092	0.621586
2007.901402	2.103197	0.622440
2008.953090	2.103173	0.623280
2010.004575	2.103141	0.624254
2011.056231	2.103110	0.625422
2012.107685	2.103113	0.626430
2013.159344	2.102774	0.627212
2014.210459	2.103400	0.628050
2015.262744	2.103634	0.629408
2016.314093	2.102836	0.630638
2017.365580	2.102957	0.631764
2018.417050	2.103239	0.632932
2019.468819	2.102971	0.633938
2020.520021	2.102193	0.634738
2021.571012	2.103706	0.634240
2022.623727	2.104154	0.634346
2023.675166	2.102760	0.636024
2024.726487	2.103268	0.637502
2025.778434	2.103606	0.638936
2026.830093	2.102681	0.640566
2027.881115	2.102743	0.641746
2028.932836	2.103281	0.642596
2029.984396	2.102903	0.643776
2031.035739	2.103118	0.644682
2032.087514	2.103198	0.645820
2033.138937	2.102603	0.647174
2034.190117	2.102652	0.649106
2035.241589	2.103533	0.650102
2036.293650	2.103531	0.650372
2037.345120	2.102905	0.651464
2038.396555	2.102998	0.652158
2039.448118	2.103223	0.653096
2040.499778	2.103068	0.654516
2041.551186	2.103176	0.655416
2042.602954	2.103089	0.656540
2043.654275	2.102833	0.657822
2044.705787	2.103086	0.658870
2045.757361	2.103363	0.660026
2046.809150	2.102992	0.661572
2047.860353	2.103090	0.662846
2048.912240	2.103236	0.664232
2049.963589	2.103047	0.665366
2051.015287	2.103019	0.666406
2052.066608	2.102919	0.667672
2053.118206	2.103079	0.668728
2054.169687	2.103348	0.669546
2055.221554	2.103185	0.670896
2056.272872	2.102935	0.672484
2057.324489	2.102962	0.673562
2058.375834	2.102900	0.674500
2059.427389	2.103086	0.675450
2060.478920	2.103293	0.676724
2061.530682	2.103121	0.678444
2062.582041	2.103010	0.679710
2063.633692	2.103096	0.680956
2064.685137	2.103145	0.682326
2065.736837	2.102928	0.683606
2066.788065	2.103053	0.684710
2067.839890	2.103287	0.686156
2068.891352	2.102688	0.687524
2069.942578	2.103097	0.688224
2070.994449	2.103549	0.689346
2072.046127	2.102856	0.691134
2073.097305	2.102832	0.692378
2074.148959	2.103225	0.693434
2075.200530	2.103110	0.694884
2076.252069	2.102940	0.696318
2077.303470	2.103301	0.697492
2078.355370	2.103068	0.699076
2079.406538	2.103183	0.700220
2080.458553	2.103109	0.701758
2081.509647	2.102784	0.703470
2082.561337	2.103442	0.704522
2083.613089	2.103446	0.705294
2084.664783	2.102768	0.706878
2085.715857	2.103130	0.708522
2086.767913	2.103316	0.709930
2087.819173	2.103136	0.711274
2088.871049	2.103231	0.712666
2089.922404	2.103016	0.714056
2090.974065	2.103103	0.715442
2092.025507	2.103107	0.716690
2093.077172	2.103017	0.717944
2094.128524	2.102957	0.719144
2095.180129	2.102954	0.720434
2096.231478	2.103364	0.721604
2097.283493	2.103225	0.723446
2098.334703	2.103111	0.725146
2099.386604	2.103408	0.726740
2100.438111	2.103247	0.728090
2101.489851	2.102941	0.729722
2102.541052	2.102887	0.731692
2103.592738	2.102974	0.733348
2104.644026	2.103366	0.734524
2105.696104	2.103174	0.736312
2106.747200	2.102902	0.738052
2107.799006	2.103184	0.739800
2108.850384	2.103348	0.741344
2109.902354	2.103142	0.743104
2110.953526	2.102982	0.744748
2112.005336	2.103102	0.746644
2113.056628	2.102941	0.748372
2114.108277	2.103238	0.749830
2115.159866	2.103099	0.751008
2116.211376	2.102977	0.752372
2117.262843	2.103765	0.754062
2118.315141	2.103281	0.756538
2119.366124	2.102903	0.758044
2120.418044	2.103090	0.759648
2121.469214	2.102773	0.761344
2122.520817	2.102943	0.762342
2123.572157	2.103405	0.763766
2124.624222	2.103362	0.766008
2125.675519	2.103346	0.767470
2126.727568	2.102831	0.769896
2127.778350	2.102996	0.771940
2128.830564	2.103264	0.774156
2129.881614	2.102961	0.776448
2130.933525	2.103364	0.779222
2131.984978	2.103258	0.780816
2133.036783	2.102866	0.782594
2134.087844	2.102758	0.784448
2135.139541	2.103225	0.785878
2136.191069	2.104034	0.787618
2137.243575	2.103544	0.790786
2138.294613	2.103096	0.792534
2139.346671	2.103247	0.794586
2140.397860	2.103189	0.796600
2141.449860	2.103264	0.799564
2142.501124	2.103812	0.801176
2143.553672	2.103662	0.803804
2144.604786	2.103185	0.806508
2145.656857	2.102877	0.809510
2146.707663	2.104598	0.811258
2147.761455	2.104344	0.816098
2148.812007	2.103429	0.819378
2149.864884	2.103927	0.823376
2150.915934	2.104735	0.825312
2151.969619	2.104374	0.830774
2153.020308	2.327582	0.833252
2154.297201	3.146144	1.285158
2156.166452	3.972286	1.755100
2158.269487	4.206030	1.757354
2160.372482	4.206059	1.759724
2162.475546	4.206168	1.762104
2164.578650	4.205841	1.765008
2166.681387	4.205799	1.767826
2168.784449	4.206159	1.770022
2170.887546	4.206160	1.772504
2172.990609	4.206087	1.775446
2175.093633	4.205858	1.778718
2177.196467	4.205950	1.781942
2179.299583	4.206094	1.784878
2181.402561	4.206075	1.787430
2183.505658	4.206148	1.790024
2185.608709	4.206764	1.793150
2187.712422	4.206687	1.797496
2189.815396	4.204528	1.803096
2191.916950	4.204983	1.805020
2194.020379	4.207266	1.804862
2196.124216	4.206782	1.807280
2198.227161	4.206294	1.810166
2200.330510	4.206447	1.813616
2202.433608	4.207942	1.817280
2204.538452	4.208164	1.823532
2206.641772	4.205352	1.831480
2208.743804	4.204518	1.836376
2210.846290	4.205195	1.838744
2212.948999	4.206757	1.840270
2215.053047	4.206836	1.843798
2217.155835	4.205475	1.848074
2219.258522	4.205439	1.851092
2221.361274	4.205607	1.853416
2223.464129	4.206513	1.856838
2225.567787	4.207028	1.860814
2227.671157	4.206208	1.864330
2229.773995	4.205838	1.867538
2231.876995	4.206265	1.870270
2233.980260	4.206523	1.873520
2236.083518	4.206152	1.877356
2238.186412	4.206048	1.881308
2240.289566	4.206731	1.885216
2242.393143	4.206660	1.889994
2244.496226	4.205689	1.895488
2246.598832	4.205919	1.900028
2248.702145	4.206885	1.904266
2250.805717	4.206745	1.909230
2252.908890	4.206187	1.914596
2255.011904	4.206792	1.919720
2257.115682	4.207150	1.925040
2259.219054	4.206180	1.931500
2261.321862	4.205267	1.938072
2263.424321	4.205464	1.941954
